Saturn	Lib	Planet	18x, 28x, 72x, 103x	Observation at twilight. At 72x, Titan was clearly visible and appeared yellow-orange. The planet appeared yellow globally, whereas one the North Equatorial Belt was more orange. The Cassini division was detectable on the lateral parts of the rings and the Ring A was distinguishable from the Ring B, due to the difference colour intensity. At 103x, no additional detail was visible, but the Cassini division was still there on the lateral parts. At 28x, the rings were visible and well separated from the planet. Titan's colour was a bit more orange. It is really interesting that these colours appear much more evident when the sky is clear rather than dark. I believe this is due to the eye cones which are more active than the eye rods. At 18x, I could not really distinguish the rings from the planet, although the non spherical shape was observable. No additional moon was detectable at these low powers. 
Moon	Vir	Satellite	28x, 72x, 103x, 206x	Observation at twilight. Waxing crescent at about 40%. At 72x, the Moon was really beautiful and crisp. Very soft little clouds passed over the South hemisphere and the view was really suggestive. At 103x, some more detail were visible, although these were somehow lost at 206x due to the non perfect seeing which did not allow to get a perfect focus. At 28x, the Moon appeared as a lovely target floating on the sky. The ultra wide field of the Nagler 13mm really shows the Moon and the surrounding context.
				
				
				
Date	29/06/2015			
Time	21:30-22:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	21C (wind: 6km/h)			
Seeing	2 - Slight undulations			
Transparency	4 - Partly clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	Vixen 5mm SLV, Nagler 3.5mm, Bresser SA 2x			
Power, EP, FOV	72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.77deg; 206x, 0.3mm, 0.38deg			
Filters				
Target	Cons	Type	Power	Notes
Moon	Oph	Satellite	72x, 103x, 206x	Observation at twilight. Waxing Gibbous, 94%. The moon was not very crisp tonight due to a little layer of high clouds caused by the high temperature during the day. I moved from Montes Apenninus to Copernicus. A small crater was visible inside, but many details on the circular border were not clear. Therefore I moved to Kepler as this was farther East hoping to improve the visible contrast. This showed a little shadow on one border. At 206x, from Kepler I moved North-East, following the crater chain formed by Kepler C, Marius D, F, A, C, and B. All these craters are relatively small and close to each other. Finally I moved North reaching Aristarchus which appeared beautiful. This white crater shows an impressive contrast and is close to a little half circle of hills at North-East and a dark crater (Herodotus) at East. Really nice view.
				
				
				
Date	30/06/2015			
Time	21:30-23:20			
Location	Cambridge, UK			
Altitude	12m			
Temperature	20C (wind: 10km/h)			
Seeing	3 - Moderate seeing			
Transparency	4 - Partly clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	Nagler 13mm, Vixen 5mm SLV, Nagler 3.5mm, Bresser SA 2x			
Power, EP, FOV	28x, 2.2mm, 2.80deg; 72x, 0.8mm, 0.69deg; 144x, 0.4mm, 0.35deg; 206x, 0.3mm, 0.38deg			
Filters				
Target	Cons	Type	Power	Notes
Venus - Jupiter	Com	Planet	28x, 72x, 103x	Observation at twilight. Conjunction Venus-Jupiter. The two planets were about 0.3 / 0.5 degrees apart. Venus was largely brighter and bigger than Jupiter. Venus phase was less than 40%. The planet border was well defined. Jupiter bands were only visible at low power (28x) due to the mediocre seeing. It was possible to see 3 satellites but the sky was still too bright for detect them easily. It was nice to see this conjunction, but unfortunately the seeing did not allow sufficient resolution for Jupiter which was not easy to focus. At 28x the North and South Equatorial belts were visible in the early evening. It was an interesting conjunction but not as great as the one I saw when I was teenager. At the time the two planets were elongated at naked eye. It was spectacular.
Saturn	Lib	Planet	72x	Observation at twilight. Due to the poor seeing, I did not push magnifications higher than 72x. Even at this zoom, the planet was not very crisp. 
Moon	Oph	Satellite	72x, 144x, 206x	Observation at twilight. Waxing Gibbous and phase 97%. I observed Tycho, Copernicus and Kepler. 
NGC6910	Cyg	Opn CL	28x	From Deneb (Alpha), I moved to Sadr (Gamma). This open cluster is on the line between these two stars, but on the side of Sadr. Its size is only 8', but is sufficiently bright (magnitude 7.4, surface brightness 11.7). It is formed by few bright stars and I could count about 7-8 dim stars. Apparently, many of these stars are variable. Very beautiful to me. 
M29	Cyg	Opn CL	28x	Cooling Tower. From Sadr (Gamma), this cluster is East - South-East. The main six stars forming a little tower, or an academic hat, were easily visible. No dim star was detectable likely due to the Moon. This is a nice cluster which might be interesting to see at higher power (e.g. 51x). 
IC4996	Cyg	Opn CL	28x	From M29, I moved South. This is a very small open cluster which is detectable at this low power, but would benefit of higher power. It is near an isolated star near three pairs of aligned stars. Three - four stars were detectable apart from the main one.
NGC6883	Cyg	Opn CL	28x	From IC4996, I moved South, using as a reference a group of stars reminding me of a pan and a long handle. NGC6883 is located below a line of 3 stars. It is quite easy to find.
NGC6871	Cyg	Opn CL	28x	From NGC6883, I moved South-West. There is a chain of about 8-10 stars, leading to this wonderful open cluster. The cluster is of medium size. I could see about 10-15 blue bright stars, and 3-4 pairs seemed to be double stars. There are also lovely double stars in this area.
				
				
				
Date	02/07/2015			
Time	21:50-0:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	16C (wind: 10km/h)			
Seeing	2 - Slight undulations			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	Nagler 13mm, Nagler 7mm, Vixen 5mm SLV, Nagler 3.5mm			
Power, EP, FOV	28x, 2.2mm, 2.80deg; 51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.76deg			
Filters	Astronomik OIII			
Target	Cons	Type	Power	Notes
Saturn	Lib	Planet	28x, 51x, 72x, 103x 	Observation at twilight. At 28x I could spot the rings and Titan. At 51x Saturn was very crisp but not additional detail was detectable. At 72x, the North Equatorial Belt and the Cassini division on the lateral rings were visible. At 103x those gained details were somehow lost unfortunately. Saturn was lovely at 72x.
NGC6871	Cyg	Opn CL	28x, 51x	I tried to see this wonderful open cluster again at both 28x and 51x. It is a fantastic cluster with the faint Milky Way dust in the background. 3-4 pairs of double stars were visible. All the bright stars are blue. Really nice.
M29	Cyg	Opn CL	28x, 51x	Cooling Tower. At 51x the cluster revealed 2-3 dim stars but not much else. The full moon did not help though.
M39	Cyg	Opn CL	28x, 51x	Great open cluster of medium size. About 20-25 bright stars were visible and another 20-25 faint stars detectable. This is a nice open cluster with a decent size, shape and a mixture of bright and dim stars.
NGC7082	Cyg	Opn CL	28x, 51x	Although this cluster is a bit smaller than M39, it is much less evident. It is located at South of M39 and where the lines made from two pairs of stars intersect. Nice to see, but far less spectacular than M39.
NGC7086	Cyg	Opn CL	28x	Located 3-4 degrees North of M39 and above the star 80 Cyg (Azelfafage, mag 4.75), this cluster is just above a curved chain of stars. It is a small open cluster made of dim stars.
Mu	Cep	Star	28x	Hershel's Garnet Star. Bright red supergiant star located next to IC1396. Magnitude 4.2. It is the biggest star visible at naked eye.
IC1396	Cep	CL+Neb	28x +/- OIII, 51x	Elephant's Trunk Nebula. I tried to reach this open cluster from M39, but I wrongly arrived at Alpha Cep (Alderamin). Star hopping from Alderamin was much easier. Although the nebula was not visible with the OIII filter, it was nice to see this cluster. In front of the Garnet Star, there is a chain of stars. The brightest is a tight system of three stars of different luminosity. Really nice to see and already split at 28x. This was well separated at 51x. Nearby this system there is another double star where the components have different brightness. Almost all, if not all these stars but the Garnet Star, are blue.
NGC7235	Cep	Opn CL	28x	From the Garnet Star, I moved East until I reached Zeta Cep. From there in the same field I gradually moved South. There are three bright stars as a reference. Between Zeta Cep and these three stars there is this little open cluster formed by dim stars. 
NGC7261	Cep	Opn CL	28x	Two of the three stars previously mentioned are double stars (I think!). To find NGC7261 I moved along the line depicted from these three stars on the side of the double star on the corner (the one located at East). This cluster was also small and made of 3-4 dim stars. 
Delta	Cep	Dbl Star	28x	Very close to the cluster above, continuing along that imaginary line, I found this beautiful easily split double star. One component is orange, whereas the other is blue. The brightness is different between the two and in particular the blue star is dimmer. This double star is a little gem and reminded me of Beta Cyg (Albireo).
				
				
				
Date	05/07/2015			
Time	21:50-0:20			
Location	Cambridge, UK			
Altitude	12m			
Temperature	11C (wind: 13km/h)			
Seeing	3 - Moderate seeing			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	Panoptic 24mm, Nagler 13mm, Nagler 7mm, Vixen 5mm SLV, Nagler 3.5mm			
Power, EP, FOV	15x, 4.0mm, 4.30deg; 28x, 2.2mm, 2.80deg; 51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.76deg			
Filters	Astronomik UHC, OIII			
Target	Cons	Type	Power	Notes
Saturn	Lib	Planet	28x, 51x, 72x, 103x 	Observation at twilight. At 72x, the North Equatorial Belt was easily visible. The Cassini division was detectable at the lateral sides of the rings, and the rings A and B were clearly distinct. Titan was visible and appeared like a small star. At 28x or 51x the planet looked crisper, but the NEB was not easily detectable. At 103x the Cassini division was not visible. The seeing was not good enough for higher power, unfortunately.
IC4665	Oph	Opn CL	28x	Summer Beehive Cluster. Wonderful open cluster, close to Beta Oph (Cebalrai). Always worth having a look if in the area.
61	Oph	Dbl Star	28x	From Beta Oph (Cebalrai), I moved South towards Gamma Oph. 61 Oph is a double star located at about 1 degree East of Gamma Oph. It is already split at 28x. It seems to me that they were both blue but with slightly different magnitude. The sky was not completely dark, so I might be wrong. Nice pair. 
M8	Sgr	CL+Neb	15x +/- UHC or OIII, 28x	Lagoon Nebula. At 28x the stars in this cluster with nebula are much better separated. I decided to use a low power eyepiece on the nebulae in this area. The OIII was too strong mainly because the sky was not dark enough and this target is just above the horizon. Instead a UHC was ideal and revealed the nebula via direct vision clearly. This is one of my favourite targets in Sagittarius. 
NGC6530	Sgr	Opn CL	15x +/- UHC, 28x	Cluster inside / East the Lagoon Nebula. This cluster emerges at 28x to me. 
M20	Sgr	CL+Neb	15x +/- UHC, 28x	Trifid Nebula. The Southern part of this nebula benefitted from the UHC filter and showed a patch of cloud around the cluster. The Northern part of the nebula was not visible instead. 
M25	Sgr	Opn CL	15x +/- UHC, 28x	This is a nice open cluster of medium size. Some star are bright, others much dimmer.
M17	Sgr	CL+Neb	15x +/- UHC, 28x	Omega Nebula. The nebula was clearly visible at 15x with direct vision. It appeared as a small but quite dense cloud.
M16	Ser	CL+Neb	15x +/- UHC, 28x	Eagle Nebula. This nebula was only visible with averted vision. Whereas I did not see much difference in the Omega Nebula between averted and direct vision, for the Eagle Nebula averted vision showed a much wider nebula extension.
NGC6604	Ser	CL+Neb	15x +/- UHC, 28x	This cluster with associated nebulosity is located at about 1.5 degrees North of the Eagle Nebula. It is a fairly spread cluster without many stars. The nebula shape was not really identifiable, but it was possible to spot the presence of diffuse nebulosity in the area. 
M24	Sgr	Opn CL	28x	Sagittarius Star Cloud. I counted about 50 stars, although the sky was not dark yet. Fantastic cluster
M29	Cyg	Opn CL	15x	Cooling Tower. Easily detectable as it is in the same field of view of Sadr. It is at about 2 degrees South from Sadr and 2 degrees East from the Cygnus' neck.
IC4996	Cyg	Opn CL	15x	From Sadr, follow the line forming Cygnus' neck. This object is located at about 1.5-2 degrees East from the Cygnus' neck. It is easily detectable at 15x.
NGC6883	Cyg	Opn CL	15x	As for IC4996.
NGC6871	Cyg	Opn CL	15x	As for IC4996.
NGC6888	Cyg	Neb	15x +/- UHC or OIII	Crescent Nebula. The nearby group of stars is located on the Cygnus' neck at about 1.5 degrees from IC4996 (from IC4996, just move 1.5 degrees North-West). Spotting the nebula was difficult though. I suspect it requires a darker sky. With averted vision and a UHC filter, very faint small grey patches were suspected around the nearby stars. A OIII filter made these patches slightly more noticeable. However, in my opinion this seems to be a challenging target.
M27	Vul	Pln Neb	15x +/- UHC	The Dumbbell Nebula. This planetary nebula is clearly distinguishable from the background sky and shows up like a grey ball. No detail at this magnification was visible though. Really pretty target.
NGC7000	Cyg	Neb	15x +/- UHC	North America Nebula. The presence of diffuse nebulosity was visible in the area, but it was not obvious to spot the presence of this nebula specifically. 
NGC6992/ 6960	Cyg	SN Rem	15x +/- OIII	Veil Nebula. I did not spot it. After positioning at 52 Cyg, I gradually moved in the surrounding area at South, but was not able to spot any nebulosity. As for the Crescent Nebula, this is a challenging target and I believe it requires darker skies. 
				
				
				
Date	07/07/2015			
Time	22:30-0:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	17C (wind: 21km/h)			
Seeing	3 - Moderate seeing			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	Panoptic 24mm, Nagler 13mm, Nagler 7mm, Vixen 5mm SLV, Nagler 3.5mm			
Power, EP, FOV	15x, 4.0mm, 4.30deg; 28x, 2.2mm, 2.80deg; 51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.76deg			
Filters	Astronomik UHC, OIII			
Target	Cons	Type	Power	Notes
Alpha	Her	Dbl Star	72x, 103x	Rasalgethi. A real gem. Superb double star. The bright component is orange, whereas the second component appears green. They are already split at 72x, but I preferred the view at 103x where they are split more clearly.
M27	Vul	Pln Neb	15x, 28x +/- UHC or OIII, 51x	Great open cluster of medium size. About 20-25 bright stars were visible and another 20-25 faint stars detectable. This is a nice open cluster with a decent size, shape and a mixture of bright and dim stars.
NGC6830	Vul	Opn CL	15x, 51x	Located next to 12 Vul, this medium-small open cluster is detectable at 15x, but is more appreciable at 51x.
NGC6823	Vul	Opn CL	15x, 51x	This cluster is located on the line formed by M27 and NGC6823. From it, two roads of stars form and converge at 3 degrees South East with Cr399, the Brocchi's cluster. Also this cluster is relatively smallish and emerges at 51x. 
Cr399	Vul	Opn CL	15x	Brocchi's Cluster. Very nice open cluster at 15x. 
NGC6885	Vul	Opn CL	15x, 51x	Also called 20 Vulpeculae cluster, this cluster surrounds the star 20 Vul. From this, the south part is NGC6885, the North is NGC6882, another open cluster. NGC6885 is about one third the size of NGC6882, but two magnitudes brighter.
NGC6882	Vul	Opn CL	15x, 51x	See NGC6885.
M71	Sge	Glob CL	15x, 51x	This globular cluster appeared very faint, but noticeable via direct vision when the sky became sufficiently dark. No much difference at 51x. It requires larger aperture telescopes.
M24	Sgr	Opn CL	28x	Sagittarius Star Cloud. Large open cluster.
M25	Sgr	Opn CL	15x	This cluster is located at about 4-5 degrees West from M24. To me this is one of the best open cluster in this area. It is surrounded by bright stars, but dimmer stars are also present.
M22	Sgr	Opn CL	15x, 51x	Large globular cluster quite similar to M13 in Hercules. There is a little star triangle at South West from this cluster. At about 2.5 degrees in the same direction there is Lambda Sgr (Kaus Borealis), a fairly bright star shining at magnitude 2.8. At 51x a hint of granulation was perceptible but no star was really resolved. Really beautiful.
				
				
				
Date	17/07/2015			
Time	23:30-3:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	13C (wind: 5km/h)			
Seeing	1 - Perfect seeing			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	Panoptic 24mm, Nagler 13mm, Nagler 7mm			
Power, EP, FOV	15x, 4.0mm, 4.30deg; 28x, 2.2mm, 2.80deg; 51x, 1.2mm, 1.54deg			
Filters	Astronomik UHC, OIII			
Target	Cons	Type	Power	Notes
NGC6992/ 6960	Cyg	SN Rem	15x + OIII	Veil Nebula. The first time I observe this target and it is gorgeous. The Eastern part nicely emerged from the sky. The shape and some features were visible with direct vision, although other minute details, mainly about the extension, were accessible via averted vision. The Western part above 52 Cyg was also visible via direct vision. The Northern part was more difficult although the presence of nebulosity was detectable. Tonight the sky was very clear and sufficiently dark (nautical twilight). A bit of Milky Way was visible on Cygnus at Naked eyes. Superb.
NGC7000	Cyg	Neb	15x + OIII	North America Nebula. The patch of nebula is visible but the America continent shape is not clearly identifiable. 
IC4665	Oph	Opn CL	15x	The Summer Beehive. I used this target for finding the Barnard's Star. It is a lovely target. 
HIP87937	Oph	Star	15x, 51x	Barnard's Star. Located near 66 Oph. This faint star of 9 mag is the fourth closest star to the Sun. It is a red dwarf. At 51x it was slightly more visible. Interesting target.
M14	Oph	Glob CL	15x	Bright globular cluster and relatively easy to find. As all the globular cluster I have observed with the TV60, no star is resolved.
M29	Cyg	Opn CL	15x	Cooling Tower. About 8 stars were visible, 2 were very faint.
NGC6871	Cyg	Opn CL	15x	Nice target with doubles inside. 
NGC6888	Cyg	Neb	15x + OIII	Crescent Nebula. No real shape was visible, but the presence of a soft nebulosity was detectable to my eye.
M31	And	Galaxy	15x	Andromeda Galaxy. It is still low in this season. The core was very bright but the disc was loosely visible. 
Mel20	Per	Opn CL	15x	Alpha Persei Cluster. Lovely large open cluster formed by very bright stars. Always a pleasure to see.
NGC869/ 884	Per	Opn CL	15x, 28x	Double Cluster. As already found before, 28x and 2.7 degrees of field of view shows this target as a real gem. It is wonderful.
NGC957	Per	Opn CL	28x	Faint small open cluster. Few dim stars were visible via direct vision.
NGC744	Per	Opn CL	28x	As for NGC957.
IC1805	Cas	CL+Neb	15x + OIII	Heart Nebula. The full nebula was not visible but the top part of the heart shape was detectable. It is the area where there are more stars. A faint but visible layer of grey patch was there. 
NGC1027	Cas	Opn CL	15x + OIII	Cluster just below Heart Nebula.
IC1848	Cas	CL+Neb	15x + OIII	Soul Nebula. Again, the whole nebula was not visible, but some nebulosity and the chain of stars was there.
Stock2	Cas	Opn CL	28x	Large open cluster right above the Double Cluster. 
NGC663	Cas	Opn CL	28x	Very pretty medium size open cluster. About 10-15 stars were visible. It contains some bright stars and the background is dusty.
NGC654	Cas	Opn CL	28x	As for NGC957.
NGC659	Cas	Opn CL	28x	As for NGC957.
M103	Cas	Opn CL	28x	This cluster has less impact than NGC663, but is still pretty. It is more compact than NGC663.
NGC637	Cas	Opn CL	28x	As for NGC957.
NGC559	Cas	Opn CL	28x	This cluster is relatively small compared to NGC663, but shows a little bit more content than the nearby NGC open clusters.
NGC457	Cas	Opn CL	28x	Dragonfly Cluster. Very beautiful open cluster. Not sure why it is called Dragonfly. It reminds me of a bell where the two bright stars are at the bottom.
NGC436	Cas	Opn CL	28x	As for NGC957.
NGC381	Cas	Opn CL	28x	As for NGC957.
M16	Ser	CL+Neb	15x +/- UHC or OIII	Eagle Nebula. As previously found, the UHC seems to work better on these targets. I believe it is due to the lower position and to the sky which is not fully dark. The OIII largely shrank the nebulosity. Beautiful target as always.
M17	Sgr	CL+Neb	15x +/- UHC or OIII	Omega Nebula. As for the Eagle nebula.
M24	Sgr	Opn CL	15x	Sagittarius Star Cloud. Always superb to see this dense cloud of stars. 
M25	Sgr	Opn CL	15x	Much more compact than M24, but this target shows stars of different magnitude really nicely.
NGC6934	Del	Glob CL	28x	Easy to find. As usual a nice grey ball.
M15	Peg	Glob CL	28x	One of the most brightest globular cluster. 
M2	Aqr	Glob CL	28x	As for M15.
M72	Aqr	Glob CL	28x	Very difficult to detect. Even with averted vision, this target was very faint. It appeared like a grey faint patch.
M73	Aqr	Asterism	28x	Slightly easier than M72, but still very difficult. This target was wrongly classified as an open cluster, but is actually just an asterism of four stars. 
Alpha	Cap	Mlt Star	28x	Algedi. Two lovely bright stars, one of which has a grey dim companion. Stunning.
Beta	Cap	Dbl Star	28x	Dabih. Another nice double star. Yellow-Blue.
Omicron	Cap	Dbl Star	28x	Much tighter than Rho, but already split at 28x. One blue, the other is yellow.
Rho	Cap	Dbl Star	28x	Well separated double star.				
Astronomy observation log - Current				
by Piero Dalle Pezze				
				
completed:	FALSE		TV Panoptic 24mm	15x, 4mm, 4.30deg
spelling:	UNCHECKED		TV Plossl 20mm	18x, 3.3mm, 2.73deg
			TV Nagler 13mm	28x, 2.2mm, 2.80deg
			TV Nagler 7mm	51x, 1.2mm, 1.54deg
			Vixen SLV 5mm	72x, 0.8mm, 0.69deg
			TV Nagler 3.5mm	103x, 0.6mm, 0.77deg
				
NEW DATE	18/07/2015			
Time	21:40-23:30			
Location	Cambridge, UK			
Altitude	12m			
Temperature	12C (wind: 0km/h)			
Seeing	1 - Perfect seeing			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	Panoptic 24mm, Nagler 13mm, Nagler 7mm, Vixen 5mm SLV, Nagler 3.5mm			
Power, EP, FOV	15x, 4.0mm, 4.30deg; 28x, 2.2mm, 2.80deg; 51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.76deg			
Filters	Astronomik OIII, Single Polarising Filter			
Target	Cons	Type	Power	Notes
